x,y,z
0.3,0.3,0.3
0.7,0.7,0.3
1.1,1.1,0.3
1.5,1.5,0.3
1.7,4.9,0.3
1.8,16,0.4
2.2,16.2,0.5
2.7,16.1,0.6
4.7,13.9,2.6
4.5,11.3,2.6
4.2,10.4,2.6
4.4,8.8,2.6
4.7,8.1,2.6
4.8,3.9,2.6
5.3,3.7,2.7
7,5.2,4.2
7.4,5.6,4.2
7.8,6,4.2
9,7.2,5.3
9.7,6.7,5.7
10.7,6.9,5.7
11.1,7.3,5.7
11.5,7.7,5.7
11.9,8.1,5.7
12.3,8.5,5.7
12.7,8.9,5.7
13.1,9.3,5.7
13.5,9.7,5.7
13.9,10.1,5.7
14.3,10.5,5.7
14.8,11.4,5.7
15.6,13.2,5.9
16.8,15.5,6.8
17,16,7
