x,y,z
0.3000000119,7.5,3.5
0.3000000165,7.499999995,3.5
0.3000000846,7.499999927,3.5
0.3000003766,7.499999635,3.5
0.300001154,7.499998858,3.5
0.3000027745,7.499997237,3.5
0.3000056874,7.499994324,3.5
0.3000104291,7.499989583,3.5
0.3000176178,7.499982394,3.5
0.3000279496,7.499972062,3.5
0.3000421939,7.499957818,3.5
0.3000611887,7.499938823,3.5
0.3000858368,7.499914175,3.5
0.3001171011,7.499882911,3.5
0.3001560006,7.499844011,3.5
0.3002036066,7.499796405,3.5
0.300261038,7.499738974,3.5
0.3003294582,7.499670554,3.5
0.3004100707,7.499589941,3.5
0.3005041154,7.499495896,3.5
0.3006128651,7.499387147,3.5
0.3007376217,7.49926239,3.5
0.3008797126,7.499120299,3.5
0.3010404873,7.498959524,3.5
0.3012213143,7.498778697,3.5
0.301423577,7.498576434,3.5
0.3016486714,7.49835134,3.5
0.3018980023,7.498102009,3.5
0.3021729803,7.497827031,3.5
0.3024750189,7.497524992,3.5
0.3028055316,7.49719448,3.5
0.3031659289,7.496834082,3.5
0.3035576155,7.496442395,3.5
0.3039819877,7.496018023,3.5
0.3044404308,7.49555958,3.5
0.3049343164,7.495065694,3.5
0.3054649997,7.494535011,3.5
0.3060338178,7.493966192,3.5
0.3066420866,7.493357923,3.5
0.3072910988,7.492708911,3.5
0.3079821222,7.492017887,3.5
0.3087163967,7.491283613,3.5
0.309495133,7.490504876,3.5
0.3103195104,7.489680498,3.5
0.3111906747,7.488809334,3.5
0.3121097369,7.487890271,3.5
0.313077771,7.486922237,3.5
0.3140958125,7.485904195,3.5
0.3151648571,7.48483515,3.5
0.3162858586,7.483714148,3.5
0.3174597283,7.482540278,3.5
0.3186873328,7.481312674,3.5
0.3199694934,7.480030513,3.5
0.3213069845,7.478693021,3.5
0.3227005327,7.477299472,3.5
0.3241508156,7.475849189,3.5
0.325658461,7.474341543,3.5
0.327224046,7.472775958,3.5
0.3288480959,7.471151907,3.5
0.3305310839,7.469468919,3.5
0.3322734301,7.467726572,3.5
0.3340755011,7.465924501,3.5
0.3359376095,7.464062392,3.5
0.3378600133,7.462139987,3.5
0.3398429156,7.460157084,3.5
0.3418864645,7.458113535,3.5
0.3439907527,7.456009246,3.5
0.3461558175,7.453844181,3.5
0.3483816406,7.451618357,3.5
0.3506681482,7.449331849,3.5
0.3530152113,7.446984785,3.5
0.3554226454,7.44457735,3.5
0.3578902112,7.442109783,3.5
0.3604176149,7.439582379,3.5
0.3630045083,7.436995485,3.5
0.3656504895,7.434349503,3.5
0.3683551034,7.431644888,3.5
0.3711178424,7.428882148,3.5
0.373938147,7.426061843,3.5
0.3768154068,7.423184582,3.5
0.379748961,7.420251027,3.5
0.3827380998,7.417261887,3.5
0.3857820648,7.414217922,3.5
0.3888800508,7.411119935,3.5
0.3920312064,7.407968778,3.5
0.3952346356,7.404765348,3.5
0.3984893989,7.401510584,3.5
0.4017945148,7.398205467,3.5
0.4051489613,7.394851019,3.5
0.4085516772,7.391448302,3.5
0.4120015641,7.387998414,3.5
0.4154974879,7.38450249,3.5
0.4190382805,7.380961696,3.5
0.4226227419,7.377377234,3.5
0.4262496416,7.373750333,3.5
0.4299177215,7.370082252,3.5
0.433625697,7.366374275,3.5
0.4373722599,7.362627711,3.5
0.4411560801,7.35884389,3.5
0.4449758083,7.35502416,3.5
0.4488300781,7.351169889,3.5
0.4527175089,7.347282458,3.5
0.4566367077,7.343363258,3.5
0.4605862724,7.339413692,3.5
0.4645647942,7.335435169,3.5
0.4685708602,7.331429101,3.5
0.4726030568,7.327396904,3.5
0.4766599718,7.323339987,3.5
0.4807401982,7.31925976,3.5
0.4848423366,7.31515762,3.5
0.488964999,7.311034957,3.5
0.4931068114,7.306893143,3.5
0.4972664174,7.302733536,3.5
0.5014424817,7.29855747,3.5
0.5056336932,7.294366257,3.5
0.5098387688,7.290161181,3.5
0.5140564569,7.285943491,3.5
0.5182855411,7.281714406,3.5
0.522524844,7.277475102,3.5
0.5267732309,7.273226713,3.5
0.5310296138,7.268970329,3.5
0.5352929554,7.264706986,3.5
0.5395622731,7.260437667,3.5
0.543836643,7.256163296,3.5
0.5481152046,7.251884733,3.5
0.5523971645,7.247602772,3.5
0.556681801,7.243318134,3.5
0.5609684687,7.239031465,3.5
0.5652566027,7.23474333,3.5
0.5695457235,7.230454208,3.5
0.5738354415,7.226164489,3.5
0.5781254617,7.221874467,3.5
0.5824155885,7.217584339,3.5
0.544022358,7.255977581,3.5
0.5483125495,7.251687388,3.5
0.5526027216,7.247397215,3.5
0.5568928827,7.243107053,3.5
0.561183037,7.238816897,3.5
0.5654731872,7.234526746,3.5
0.5697633347,7.230236597,3.5
0.5740534804,7.225946451,3.5
0.5783434521,7.221656478,3.5
0.5826334704,7.217366459,3.5
0.5869235243,7.213076404,3.5
0.591213606,7.208786322,3.5
0.5955037092,7.204496218,3.5
0.5997938293,7.200206098,3.5
0.604083963,7.195915964,3.5
0.6083738977,7.191626029,3.5
0.6126640504,7.187335876,3.5
0.6169542098,7.183045716,3.5
0.6212443745,7.178755551,3.5
0.6255345435,7.174465382,3.5
0.6298247158,7.17017521,3.5
0.6341148907,7.165885035,3.5
0.6384050677,7.161594859,3.5
0.6426952461,7.157304681,3.5
0.6469854257,7.153014501,3.5
0.6512756061,7.148724322,3.5
0.6555657871,7.144434141,3.5
0.6598559683,7.140143961,3.5
0.6641461497,7.13585378,3.5
0.6684363311,7.1315636,3.5
0.6727265124,7.127273419,3.5
0.6770166934,7.122983239,3.5
0.6813068741,7.11869306,3.5
0.6855970544,7.114402881,3.5
0.6898872343,7.110112702,3.5
0.6941774138,7.105822524,3.5
0.6984675927,7.101532347,3.5
0.7027577452,7.097242196,3.5
0.7070479244,7.092952019,3.5
0.7113381041,7.088661841,3.5
0.7156282844,7.084371662,3.5
0.7199184652,7.080081483,3.5
0.7242086464,7.075791304,3.5
0.7284988279,7.071501125,3.5
0.7327890098,7.067210945,3.5
0.7370791918,7.062920765,3.5
0.7413693739,7.058630586,3.5
0.7456595558,7.054340406,3.5
0.7499497374,7.050050227,3.5
0.7542399185,7.045760049,3.5
0.7585300987,7.041469871,3.5
0.7628202778,7.037179695,3.5
0.7671104553,7.032889521,3.5
0.7714006307,7.028599348,3.5
0.7756908034,7.024309179,3.5
0.7799809726,7.020019013,3.5
0.7842711374,7.015728851,3.5
0.7885612967,7.011438695,3.5
0.7928514489,7.007148547,3.5
0.7971415333,7.002858466,3.5
0.8014316656,6.998568337,3.5
0.805721784,6.994278222,3.5
0.8100118846,6.989988126,3.5
0.8143019629,6.985698051,3.5
0.8185920124,6.981408006,3.5
0.8228820249,6.977117997,3.5
0.8271719893,6.972828037,3.5
0.8314621294,6.968537901,3.5
0.8357522677,6.964247767,3.5
0.840042403,6.959957636,3.5
0.8443325339,6.955667509,3.5
0.8486226576,6.95137739,3.5
0.8529127694,6.947087283,3.5
0.8572029141,6.942797143,3.5
0.8614931348,6.938506926,3.5
0.8657839196,6.934216146,3.5
0.8700762186,6.929923851,3.5
0.8743712754,6.925628799,3.5
0.8786704714,6.921329608,3.5
0.8829751917,6.917024892,3.5
0.8872867118,6.912713376,3.5
0.8916061057,6.908393987,3.5
0.8959341747,6.904065922,3.5
0.900271398,6.899728704,3.5
0.9046179036,6.895382203,3.5
0.908973461,6.89102665,3.5
0.9133374949,6.88666262,3.5
0.9177091195,6.882291,3.5
0.922087195,6.877912929,3.5
0.926470404,6.873529725,3.5
0.93085735,6.869142784,3.5
0.9352466764,6.864753462,3.5
0.939637207,6.860362936,3.5
0.9440281362,6.855972011,3.5
0.9484191196,6.851581032,3.5
0.9528100816,6.847190075,3.5
0.9572010313,6.84279913,3.5
0.9615919738,6.838408192,3.5
0.9659829116,6.834017258,3.5
0.9703738465,6.829626328,3.5
0.9747647794,6.825235399,3.5
0.9791555357,6.820844647,3.5
0.9835463405,6.816453846,3.5
0.9879371822,6.812063008,3.5
0.9923280525,6.807672142,3.5
0.996718945,6.803281253,3.5
1.001109855,6.798890347,3.5
1.005500778,6.794499428,3.5
1.009891712,6.790108497,3.5
1.014282655,6.785717558,3.5
1.018673604,6.781326612,3.5
1.023064559,6.776935661,3.5
1.027455517,6.772544705,3.5
1.031846479,6.768153747,3.5
1.036237443,6.763762785,3.5
1.04062841,6.759371822,3.5
1.045019377,6.754980858,3.5
1.049410345,6.750589892,3.5
1.053801314,6.746198926,3.5
1.058192284,6.741807959,3.5
1.062583253,6.737416992,3.5
1.066974223,6.733026025,3.5
1.071365192,6.728635058,3.5
1.075756161,6.724244091,3.5
1.080147129,6.719853125,3.5
1.084538097,6.715462159,3.5
1.088929065,6.711071193,3.5
1.093320032,6.706680228,3.5
1.097710998,6.702289264,3.5
1.10210193,6.697898334,3.5
1.106492896,6.693507369,3.5
1.110883862,6.689116404,3.5
1.115274829,6.684725438,3.5
1.119665797,6.680334472,3.5
1.124056765,6.675943505,3.5
1.128447733,6.671552538,3.5
1.132838702,6.66716157,3.5
1.13722967,6.662770603,3.5
1.141620639,6.658379635,3.5
1.146011607,6.653988667,3.5
1.150402575,6.6495977,3.5
1.154793542,6.645206734,3.5
1.159184508,6.640815768,3.5
1.163575473,6.636424804,3.5
1.167966435,6.632033841,3.5
1.172357395,6.627642881,3.5
1.176748352,6.623251925,3.5
1.181139305,6.618860972,3.5
1.185530253,6.614470024,3.5
1.189921194,6.610079083,3.5
1.194312126,6.60568815,3.5
1.198703048,6.601297228,3.5
1.203093957,6.596906319,3.5
1.207484849,6.592515426,3.5
1.211875719,6.588124555,3.5
1.216266562,6.583733712,3.5
1.220657369,6.579342903,3.5
1.22504813,6.574952141,3.5
1.229439053,6.570561218,3.5
1.233829973,6.566170296,3.5
1.238220891,6.561779377,3.5
1.242611805,6.557388463,3.5
1.247002712,6.552997554,3.5
1.251393608,6.548606657,3.5
1.255784484,6.544215779,3.5
1.260175437,6.539824825,3.5
1.264566771,6.53543349,3.5
1.26895937,6.53104089,3.5
1.273354468,6.52664579,3.5
1.277753447,6.52224681,3.5
1.282157674,6.517842582,3.5
1.286568362,6.513431892,3.5
1.290986465,6.509013788,3.5
1.2954126,6.504587652,3.5
1.299846998,6.500153252,3.5
1.30428949,6.495710759,3.5
1.308739518,6.49126073,3.5
1.313196175,6.486804071,3.5
1.317658283,6.482341962,3.5
1.322124492,6.477875752,3.5
1.32659341,6.473406833,3.5
1.331063769,6.468936473,3.5
1.335534615,6.464465625,3.5
1.340004236,6.459993395,3.5
1.344464933,6.455512266,3.5
1.348909121,6.451014787,3.5
1.3533312,6.44649558,3.5
1.357726857,6.441950677,3.5
1.362092658,6.437377092,3.5
1.366425598,6.43277276,3.5
1.370723573,6.428135664,3.5
1.374984547,6.423464467,3.5
1.379206748,6.418758135,3.5
1.383388605,6.414015875,3.5
1.387528709,6.409237088,3.5
1.39162578,6.404421329,3.5
1.395678644,6.399568287,3.5
1.399686214,6.39467776,3.5
1.403647476,6.389749636,3.5
1.40756148,6.384783888,3.5
1.411427331,6.379780553,3.5
1.415244183,6.374739733,3.5
1.41901123,6.369661581,3.5
1.422727709,6.3645463,3.5
1.426392892,6.359394138,3.5
1.430006082,6.354205379,3.5
1.433566616,6.348980345,3.5
1.437073861,6.343719391,3.5
1.440527212,6.338422903,3.5
1.443926091,6.333091294,3.5
1.447269948,6.327725006,3.5
1.45055826,6.322324501,3.5
1.45379053,6.316890269,3.5
1.456966285,6.311422817,3.5
1.460085081,6.305922674,3.5
1.463146498,6.300390387,3.5
1.46615014,6.294826521,3.5
1.46909564,6.289231657,3.5
1.471982623,6.283606452,3.5
1.474810833,6.277951392,3.5
1.477579948,6.272267161,3.5
1.480289701,6.266554395,3.5
1.482939855,6.260813737,3.5
1.485530202,6.255045847,3.5
1.488060562,6.24925139,3.5
1.490530786,6.243431043,3.5
