x,y,z
0.3000000119,3.5,0.1000000015
0.3000000152,3.499999997,0.100000004
0.3000000647,3.499999947,0.100000041
0.3000002769,3.499999735,0.1000002002
0.300000843,3.499999169,0.1000006248
0.3000020253,3.499997987,0.1000015115
0.3000041546,3.499995857,0.1000031085
0.3000076272,3.499992385,0.1000057129
0.3000129023,3.49998711,0.1000096692
0.3000204987,3.499979513,0.1000153666
0.3000309926,3.499969019,0.100023237
0.3000450144,3.499954998,0.1000337534
0.3000632464,3.499936765,0.1000474274
0.30008642,3.499913592,0.1000648075
0.3001153127,3.499884699,0.1000864771
0.3001507464,3.499849266,0.1001130523
0.300193584,3.499806428,0.1001451805
0.3002447274,3.499755285,0.1001835381
0.3003051148,3.499694897,0.1002288287
0.3003757187,3.499624293,0.1002817816
0.3004575428,3.499542469,0.1003431497
0.3005516204,3.499448392,0.1004137079
0.3006590116,3.499341,0.1004942512
0.3007808013,3.499219211,0.1005855935
0.3009180968,3.499081915,0.1006885652
0.3010720259,3.498927986,0.1008040119
0.3012437343,3.498756278,0.1009327933
0.301434384,3.498565628,0.1010757805
0.3016451508,3.498354861,0.1012338556
0.3018772227,3.498122789,0.1014079095
0.3021317973,3.497868215,0.1015988405
0.3024100806,3.497589932,0.1018075529
0.3027132844,3.497286728,0.1020349558
0.3030426251,3.496957387,0.1022819613
0.303399321,3.496600691,0.1025494832
0.3037845915,3.496215421,0.102838436
0.3041996544,3.495800358,0.1031497333
0.3046457251,3.495354287,0.1034842862
0.3051240139,3.494875998,0.1038430029
0.3056357254,3.494364287,0.1042267865
0.3061820561,3.493817956,0.1046365345
0.3067641932,3.493235819,0.1050731373
0.307383313,3.492616699,0.1055374771
0.3080405795,3.491959433,0.106030427
0.3087371429,3.49126287,0.1065528494
0.3094741379,3.490525875,0.1071055957
0.3102526828,3.48974733,0.1076895044
0.3110738782,3.488926135,0.1083054009
0.3119388049,3.488061208,0.1089540959
0.3128485237,3.487151489,0.109636385
0.3138040735,3.486195939,0.1103530473
0.3148064704,3.485193543,0.1111048449
0.3158567064,3.484143307,0.1118925219
0.3169557484,3.483044265,0.1127168034
0.3181045372,3.481895476,0.113578395
0.3193039864,3.480696027,0.1144779818
0.3205549813,3.479445032,0.115416228
0.3218583783,3.478141635,0.1163937756
0.3232150035,3.47678501,0.1174112445
0.3246256522,3.475374362,0.118469231
0.3260910882,3.473908926,0.119568308
0.3276120425,3.472387971,0.1207090237
0.329189213,3.470810801,0.1218919015
0.3308232635,3.469176751,0.1231174393
0.3325148233,3.467485191,0.1243861091
0.3342644862,3.465735528,0.1256983563
0.3360728105,3.463927204,0.1270545994
0.3379403176,3.462059697,0.1284552297
0.3398674923,3.460132523,0.1299006107
0.3418547819,3.458145233,0.1313910778
0.3439025957,3.45609742,0.1329269381
0.3460113047,3.453988711,0.1345084698
0.3481812416,3.451818774,0.1361359224
0.3504126998,3.449587316,0.137809516
0.3527059335,3.447294082,0.1395294412
0.3550611575,3.444938858,0.1412958592
0.357478547,3.442521469,0.1431089012
0.359958237,3.440041779,0.1449686686
0.3625003228,3.437499694,0.1468752329
0.3651048595,3.434895157,0.1488286353
0.367771862,3.432228155,0.1508288871
0.3705013051,3.429498712,0.1528759694
0.3732931235,3.426706894,0.1549698332
0.3761472118,3.423852806,0.1571103993
0.3790634246,3.420936593,0.1592975588
0.3820415766,3.417958441,0.1615311727
0.385081443,3.414918575,0.1638110724
0.3881827594,3.411817259,0.1661370596
0.3913452224,3.408654796,0.1685089068
0.3945684897,3.405431529,0.1709263572
0.3978521803,3.402147839,0.173389125
0.401195875,3.398804144,0.175896896
0.4045991172,3.395400903,0.1784493275
0.4080614125,3.391938607,0.1810460489
0.4115822301,3.38841779,0.183686662
0.4151610026,3.384839018,0.1863707413
0.418797127,3.381202894,0.1890978345
0.4224899652,3.377510056,0.191867463
0.4262388446,3.373761177,0.1946791225
0.4300430587,3.369956963,0.197532283
0.4339018682,3.366098154,0.2004263899
0.4378145011,3.362185521,0.2033608645
0.4417801542,3.358219868,0.2063351043
0.4457979935,3.354202029,0.2093484836
0.4498671552,3.350132868,0.2124003548
0.4539867467,3.346013277,0.2154900482
0.4581558472,3.341844176,0.2186168735
0.4623735094,3.337626515,0.22178012
0.4666387597,3.333361265,0.2249790577
0.4709505998,3.329049425,0.2282129376
0.4753080078,3.324692017,0.2314809935
