x,y,z
0.3,0.3,0.3
1.7,1.9,1.9
1.7,2.3,2.3
1.7,2.7,2.7
2,3.3,3.2
2.7,3.7,3.2
3.3,4,3
4.7,5.6,1.4
4.9,5.7,0.8
5.9,6,0.7
6.7,6.7,1.6
7.2,7.2,2.9
7.5,7.5,3.5
